instance_id,dataset_path,seed,jobs,machines,work_centers,machines_per_work_center,ddt,arrival_rate,method,tardiness_rate,makespan,mean_machine_utilization,corrective_maintenance_actions,preventive_maintenance_actions,energy_consumption,status,error,split,training_seed
j20_m15_ddt1_arr50_seed606,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr50_seed606.ini,606,20,15,5,3,1.0,50,MCR_DR_O,0.15476190476190477,1266,80.38441284886784,0.0,0.0,7432.4,ok,,validation,
j20_m15_ddt1_arr50_seed606,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr50_seed606.ini,606,20,15,5,3,1.0,50,CR_DR_O,0.16666666666666666,1348,77.61127596439168,0.0,0.0,7669.740000000001,ok,,validation,
j20_m15_ddt1_arr50_seed606,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr50_seed606.ini,606,20,15,5,3,1.0,50,ATC_DR_O,0.08928571428571429,1116,84.95221027479093,0.0,0.0,6868.71,ok,,validation,
j20_m15_ddt1_arr50_seed606,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr50_seed606.ini,606,20,15,5,3,1.0,50,LSPO_DR_O,0.15476190476190477,1297,78.67386276021588,0.0,0.0,7444.46,ok,,validation,
j20_m15_ddt1_arr50_seed606,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr50_seed606.ini,606,20,15,5,3,1.0,50,SLK_DR_O,0.16666666666666666,1241,83.51866774106902,0.0,0.0,7537.35,ok,,validation,
j20_m15_ddt1_arr100_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr100_seed505.ini,505,20,15,5,3,1.0,100,MRT_DR_O,0.03614457831325301,1970,51.025380710659896,0.0,0.0,7839.899999999999,ok,,validation,
j20_m15_ddt1_arr100_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr100_seed505.ini,505,20,15,5,3,1.0,100,LRT_DR_O,0.012048192771084338,1967,50.00508388408744,0.0,0.0,7833.55,ok,,validation,
j20_m15_ddt1_arr100_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr100_seed505.ini,505,20,15,5,3,1.0,100,SPT_DR_O,0.018072289156626505,1970,49.011844331641285,0.0,0.0,7654.83,ok,,validation,
j20_m15_ddt1_arr100_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr100_seed505.ini,505,20,15,5,3,1.0,100,EDD_DR_O,0.012048192771084338,1967,50.00508388408744,0.0,0.0,7833.55,ok,,validation,
j20_m15_ddt1_arr100_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr100_seed505.ini,505,20,15,5,3,1.0,100,MCR_DR_O,0.04216867469879518,1970,50.37225042301184,0.0,0.0,7814.649999999998,ok,,validation,
j20_m15_ddt1_arr100_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr100_seed505.ini,505,20,15,5,3,1.0,100,CR_DR_O,0.030120481927710843,1974,50.98615332657885,0.0,0.0,7906.229999999998,ok,,validation,
j20_m15_ddt1_arr100_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr100_seed505.ini,505,20,15,5,3,1.0,100,ATC_DR_O,0.024096385542168676,1968,50.23035230352303,0.0,0.0,7916.419999999999,ok,,validation,
j20_m15_ddt1_arr100_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr100_seed505.ini,505,20,15,5,3,1.0,100,LSPO_DR_O,0.018072289156626505,1967,49.44924589052704,0.0,0.0,7682.429999999998,ok,,validation,
j20_m15_ddt1_arr100_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr100_seed505.ini,505,20,15,5,3,1.0,100,SLK_DR_O,0.018072289156626505,1967,49.44924589052704,0.0,0.0,7682.429999999998,ok,,validation,
j20_m15_ddt1_arr100_seed606,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr100_seed606.ini,606,20,15,5,3,1.0,100,MRT_DR_O,0.05952380952380952,1337,74.58489154824233,0.0,0.0,7246.580000000001,ok,,validation,
j20_m15_ddt1_arr100_seed606,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr100_seed606.ini,606,20,15,5,3,1.0,100,LRT_DR_O,0.08928571428571429,1369,72.49573898222548,0.0,0.0,7254.68,ok,,validation,
j20_m15_ddt1_arr100_seed606,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr100_seed606.ini,606,20,15,5,3,1.0,100,SPT_DR_O,0.05357142857142857,1399,70.140576602335,0.0,0.0,7184.7,ok,,validation,
j20_m15_ddt1_arr100_seed606,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr100_seed606.ini,606,20,15,5,3,1.0,100,EDD_DR_O,0.08333333333333333,1479,68.17218841559612,0.0,0.0,7341.32,ok,,validation,
j20_m15_ddt1_arr100_seed606,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr100_seed606.ini,606,20,15,5,3,1.0,100,MCR_DR_O,0.07142857142857142,1512,67.53086419753086,0.0,0.0,7525.709999999999,ok,,validation,
j20_m15_ddt1_arr100_seed606,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr100_seed606.ini,606,20,15,5,3,1.0,100,CR_DR_O,0.10119047619047619,1468,69.98637602179836,0.0,0.0,7569.689999999999,ok,,validation,
j20_m15_ddt1_arr100_seed606,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr100_seed606.ini,606,20,15,5,3,1.0,100,ATC_DR_O,0.03571428571428571,1361,71.36419299534654,0.0,0.0,6990.530000000001,ok,,validation,
j20_m15_ddt1_arr100_seed606,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr100_seed606.ini,606,20,15,5,3,1.0,100,LSPO_DR_O,0.07738095238095238,1389,72.46460283177345,0.0,0.0,7346.610000000001,ok,,validation,
j20_m15_ddt1_arr100_seed606,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr100_seed606.ini,606,20,15,5,3,1.0,100,SLK_DR_O,0.05952380952380952,1412,70.42965061378659,0.0,0.0,7189.129999999999,ok,,validation,
j20_m15_ddt1_arr200_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr200_seed505.ini,505,20,15,5,3,1.0,200,MRT_DR_O,0.04819277108433735,3317,29.28951864134258,1.0,0.0,7745.349999999999,ok,,validation,
j20_m15_ddt1_arr200_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr200_seed505.ini,505,20,15,5,3,1.0,200,LRT_DR_O,0.018072289156626505,3208,30.519534497090607,1.0,0.0,7956.620000000001,ok,,validation,
j20_m15_ddt1_arr200_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr200_seed505.ini,505,20,15,5,3,1.0,200,SPT_DR_O,0.024096385542168676,3222,30.039313056072842,1.0,0.0,7777.4000000000015,ok,,validation,
j20_m15_ddt1_arr200_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr200_seed505.ini,505,20,15,5,3,1.0,200,EDD_DR_O,0.018072289156626505,3208,30.519534497090607,1.0,0.0,7956.620000000001,ok,,validation,
j20_m15_ddt1_arr200_seed505,outputs/expanded-dense-multiseed-20260721/dense/validation/datasets/j20_m15_ddt1_arr200_seed505.ini,505,20,15,5,3,1.0,200,MCR_DR_O,0.04216867469879518,3309,30.264934018333832,1.0,0.0,8075.499999999998,ok,,validation,
